,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.047949765,0.05014411,0.04575945,0.045464218,0.046582643,0.04512721,0.049134232,0.045959488,0.04815657,0.047263008,0.048734482,0.045875482,0.04887575,0.04981794,0.046412326,0.048974454,0.046761595,0.04623869,0.048547473,0.04906799,0.049153145
1,0.04687747,0.052957326,0.041071422,0.04407335,0.0509588,0.043307856,0.047589738,0.04577729,0.046454575,0.04697226,0.050360836,0.049329974,0.05036359,0.049769785,0.04481245,0.04892182,0.047966026,0.045165718,0.047650784,0.050654788,0.048964098
2,0.047911983,0.04916339,0.047349583,0.04592746,0.04655696,0.045715574,0.0489458,0.046129283,0.048872218,0.04683204,0.048444793,0.046066184,0.04829314,0.04930927,0.046697326,0.048367836,0.046611384,0.046501976,0.04907992,0.048428554,0.048795365
3,0.04776392,0.048904598,0.04731726,0.046350345,0.046999346,0.046177115,0.04842735,0.046595022,0.048312467,0.047327876,0.048163757,0.046859328,0.048205573,0.048792537,0.04687111,0.04820008,0.047046673,0.046776086,0.048184264,0.048306838,0.04841848
4,0.04804706,0.049434494,0.046446633,0.04569659,0.045891695,0.045451146,0.04943903,0.045876127,0.04962713,0.045903202,0.04906874,0.045529727,0.048435938,0.04976758,0.0466583,0.048709363,0.046364147,0.046366308,0.04957181,0.048564967,0.04915005
5,0.047871996,0.048208967,0.047662925,0.04658517,0.04608653,0.046469245,0.048756406,0.046553917,0.048585508,0.04764063,0.047644246,0.046522994,0.04789132,0.048781455,0.047430225,0.048786923,0.046705853,0.04709011,0.048453495,0.047987662,0.048284415
6,0.047580253,0.051760033,0.04274511,0.045128364,0.047621433,0.044624157,0.048347738,0.046261124,0.047173623,0.046915587,0.050019313,0.047499277,0.049850322,0.04980776,0.04578107,0.049365878,0.0477504,0.045934703,0.04655781,0.050072618,0.049203444
7,0.04798718,0.049513727,0.04686918,0.045593478,0.046425253,0.045325972,0.049261797,0.04585156,0.049144223,0.04685585,0.04851988,0.0455862,0.048466757,0.04969011,0.046546716,0.048586756,0.046427872,0.046299145,0.04936488,0.0486303,0.049053125
8,0.04772397,0.048963,0.04599166,0.046627484,0.04675407,0.046447232,0.048223607,0.046943817,0.048196718,0.047624297,0.048203234,0.04721358,0.048333876,0.04862328,0.047064975,0.048572693,0.047486674,0.047015935,0.04725438,0.048437852,0.048297692
9,0.047847573,0.04858801,0.046718113,0.046725716,0.046780623,0.046595044,0.04845671,0.04686212,0.048463132,0.047276795,0.04812119,0.0465398,0.048090044,0.048643254,0.047174126,0.048232507,0.047166303,0.04705575,0.048140515,0.048166428,0.048356175
10,0.047485918,0.05239001,0.04420307,0.043881606,0.047263887,0.04328312,0.04849922,0.044915646,0.047892794,0.04614896,0.050717294,0.047051877,0.04995241,0.050467238,0.044873115,0.04942722,0.047060896,0.04506789,0.049272597,0.050519686,0.049625546
11,0.048047878,0.050363757,0.045141723,0.046760194,0.045141723,0.047349036,0.048980348,0.04608672,0.04854383,0.0480039,0.048448544,0.048056565,0.048309293,0.049183037,0.046989962,0.04918529,0.046828613,0.04603985,0.045141723,0.04849371,0.04890437
12,0.048159182,0.050631918,0.044959523,0.04477913,0.0448946,0.04431388,0.04995985,0.045337,0.048749384,0.04761529,0.04867885,0.044796415,0.049234916,0.0507233,0.04639453,0.05036987,0.046263624,0.04601221,0.048962466,0.04952079,0.049643286
13,0.048118334,0.051640257,0.043696627,0.04428267,0.045758832,0.043766625,0.050102282,0.0449968,0.04961035,0.046090323,0.049926724,0.044797923,0.049595296,0.051161166,0.04572371,0.049776938,0.04624989,0.045441933,0.04926664,0.04988278,0.05011394
14,0.04792241,0.048813533,0.04747714,0.04617951,0.046403553,0.04601153,0.048910648,0.046284143,0.049113307,0.0469749,0.048197612,0.04609603,0.048115738,0.0491272,0.046911508,0.04833151,0.046649396,0.04668633,0.04891361,0.048227433,0.048652966
15,0.047958665,0.05106728,0.043935735,0.04481273,0.04636297,0.044350497,0.049532667,0.04549381,0.049185958,0.04639026,0.049600314,0.04555054,0.04934436,0.050487686,0.045990575,0.049421053,0.046622097,0.04579734,0.048883416,0.049581964,0.04963013
16,0.049209055,0.0495667,0.04673111,0.046016473,0.043870293,0.045828212,0.054840773,0.047160376,0.049830295,0.04941409,0.044018127,0.044155326,0.048300978,0.05225951,0.04852775,0.049059875,0.0441687,0.046503063,0.043870293,0.04646137,0.050207656
17,0.04777146,0.04919706,0.047224514,0.045733027,0.046796955,0.04549526,0.04846537,0.0458483,0.048834085,0.046747886,0.048787504,0.046013102,0.048307307,0.049127247,0.046431664,0.04838306,0.04674844,0.04638708,0.05032376,0.04867813,0.048698824
18,0.04772952,0.051067214,0.04478793,0.044498954,0.04806353,0.04399731,0.049239956,0.045246713,0.04909483,0.046035577,0.049610026,0.045881394,0.04921316,0.05032048,0.0455772,0.04849597,0.046413366,0.045474425,0.050320268,0.049439874,0.049492262
19,0.047899645,0.05056359,0.048150647,0.045053262,0.045905594,0.04472944,0.049049456,0.04565324,0.047262557,0.047382183,0.04882612,0.046687163,0.048987936,0.049999155,0.045999516,0.049017332,0.046657912,0.045891274,0.047802545,0.04922686,0.04925466
20,0.048045564,0.051347192,0.04368223,0.044564277,0.046186797,0.04407109,0.049808048,0.04526372,0.049400702,0.046231993,0.04977031,0.045056198,0.04947525,0.050811034,0.045858093,0.049545426,0.046443217,0.045629527,0.049195696,0.049737062,0.04987667
