,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.047731973,0.049760792,0.045961127,0.046268336,0.047060568,0.045890767,0.04871839,0.046424184,0.048044104,0.047041353,0.048716623,0.046887387,0.0483664,0.049038682,0.04669575,0.04851918,0.047013123,0.04657022,0.04808309,0.04856813,0.048639823
1,0.04847083,0.049987014,0.04590361,0.04512907,0.045374744,0.044918936,0.051234644,0.04527861,0.04884742,0.04760154,0.04828983,0.044726923,0.048053008,0.05091345,0.046632797,0.049231973,0.045849916,0.045920476,0.049723696,0.048486482,0.04942505
2,0.04749497,0.049301505,0.046266172,0.046840865,0.047658134,0.046478823,0.047810722,0.04697097,0.047733475,0.046977844,0.04863838,0.047662057,0.0483188,0.048248492,0.04687357,0.048148293,0.047460828,0.046943087,0.047530085,0.04841638,0.048226506
3,0.047441468,0.04852123,0.046877835,0.04734589,0.047886487,0.04711591,0.047380146,0.04741947,0.04756711,0.047174465,0.048245557,0.04796292,0.048051845,0.047710903,0.047204327,0.047811773,0.04769701,0.04732975,0.04733731,0.048073143,0.047845498
4,0.047406815,0.049232535,0.04630215,0.04699701,0.04786397,0.04662198,0.04751338,0.047124382,0.047631923,0.04692229,0.048663396,0.047930982,0.048337765,0.048012905,0.046894554,0.04804795,0.04760483,0.0470348,0.04733554,0.048405,0.04811585
5,0.047342483,0.04891982,0.046583448,0.04724865,0.04804321,0.04691379,0.047215994,0.047354933,0.04752145,0.046961855,0.048533496,0.048166104,0.048249688,0.047707185,0.04701878,0.047877915,0.047755934,0.04721318,0.047171667,0.04827529,0.047925197
6,0.048391193,0.04888834,0.04674618,0.04585296,0.045732398,0.045822416,0.050544944,0.045927513,0.04860339,0.04788284,0.047766723,0.045184147,0.047701064,0.05009036,0.04711187,0.04874787,0.04621127,0.046481587,0.04941863,0.04801977,0.048874564
7,0.04746064,0.049413722,0.046173878,0.046824545,0.0477177,0.046431776,0.04774244,0.04696365,0.047713142,0.04691326,0.048724152,0.047739763,0.048377983,0.048231304,0.046822004,0.04816065,0.047488105,0.04691637,0.047468085,0.04847479,0.048242092
8,0.047697578,0.04806053,0.04728128,0.04726507,0.04738731,0.047199287,0.048012916,0.047296792,0.04776411,0.04754644,0.047811236,0.047316335,0.04774984,0.048032213,0.047431733,0.04785173,0.047416285,0.047363393,0.047829494,0.04780607,0.047880426
9,0.047672987,0.047901385,0.047402713,0.047387615,0.047463138,0.047346696,0.047881994,0.047408216,0.047715183,0.047575936,0.047739815,0.04741498,0.04770114,0.04789115,0.047499772,0.047770977,0.047484357,0.047453076,0.047761194,0.047738068,0.04778962
10,0.04817102,0.049576726,0.046176,0.045773067,0.046112023,0.045553997,0.05007444,0.04590315,0.048473977,0.047476128,0.048296727,0.045668073,0.048068624,0.04996062,0.04680154,0.048822224,0.046395298,0.046333794,0.049013246,0.04838103,0.048968215
11,0.04733254,0.04848129,0.047062192,0.047487598,0.048102204,0.04723311,0.047062192,0.04755966,0.047449954,0.047086537,0.04828949,0.048249472,0.048080854,0.047463622,0.047196284,0.047706857,0.0478394,0.047401644,0.047112554,0.04807161,0.04773088
12,0.047723778,0.049627084,0.046061646,0.04635387,0.04709968,0.045998186,0.048644353,0.046500374,0.0480165,0.04707568,0.048650682,0.04693854,0.048321877,0.048946228,0.04675262,0.04846244,0.047053885,0.04663633,0.048050646,0.048510365,0.04857529
13,0.047946893,0.05008701,0.045747884,0.04579565,0.046528246,0.045421366,0.049530108,0.045968615,0.04831484,0.047125112,0.04873369,0.046199746,0.04837112,0.04971999,0.046570186,0.04882405,0.04662146,0.04626885,0.048584823,0.04866113,0.04897922
14,0.047479566,0.049196936,0.046344478,0.046919856,0.047707964,0.046572745,0.047726583,0.047042586,0.04770239,0.046996925,0.04859209,0.047727637,0.048287816,0.048157316,0.046916932,0.04809605,0.04750518,0.047000635,0.04748595,0.048372768,0.04816765
15,0.04790804,0.049556926,0.04614709,0.04614337,0.04670051,0.04585355,0.049209684,0.046279874,0.04819793,0.047256563,0.048479114,0.046423182,0.048200198,0.049333505,0.046795964,0.048592467,0.046794306,0.046535935,0.048440017,0.04843555,0.048716184
16,0.047424056,0.049129684,0.04638564,0.04703018,0.04783863,0.04668054,0.047533188,0.04715096,0.047635686,0.046969954,0.048593346,0.047898684,0.048290037,0.04799713,0.046941657,0.048024338,0.04760021,0.047069702,0.047362946,0.048354458,0.048089072
17,0.047458787,0.049688395,0.045964193,0.046674233,0.047679964,0.046230245,0.04783169,0.046832953,0.047750738,0.046826776,0.048874844,0.047690064,0.048480324,0.048375197,0.046704106,0.048261162,0.0474331,0.046794403,0.047493488,0.04859851,0.048356753
18,0.04786834,0.050035544,0.04577534,0.045931283,0.046712097,0.045543604,0.04925592,0.04610267,0.048225388,0.047073767,0.04876407,0.04643715,0.048394382,0.049507104,0.046587337,0.048737593,0.04675038,0.04634896,0.048407845,0.048657577,0.048883688
19,0.04780616,0.049232665,0.046380553,0.046462324,0.046977524,0.046202946,0.048765928,0.04657805,0.048045486,0.04726998,0.04837783,0.046781853,0.048134502,0.048918713,0.04692895,0.048384447,0.04701488,0.04675539,0.04818439,0.048314556,0.048482917
20,0.04791132,0.04999142,0.04581581,0.045897324,0.046623416,0.045529775,0.04937903,0.046064336,0.048263982,0.047124237,0.048708968,0.046322893,0.048355784,0.04958305,0.046608895,0.048757777,0.046695553,0.046337638,0.04849614,0.048627693,0.048904955
