,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.04767756,0.049683,0.045931038,0.046284653,0.04718578,0.045957036,0.04864243,0.04654484,0.048035003,0.047108624,0.04866485,0.04708651,0.048467655,0.048877046,0.046686694,0.04845136,0.04714691,0.04655437,0.047841005,0.048614237,0.04855945
1,0.048537616,0.04977109,0.04600328,0.04506269,0.04516397,0.045156326,0.051527187,0.045307077,0.048993934,0.047634713,0.04813037,0.044655163,0.048059132,0.050877683,0.046769314,0.04930294,0.045707032,0.045884486,0.049710102,0.04830999,0.049435858
2,0.047504146,0.04934392,0.046167653,0.046718996,0.047642823,0.04635729,0.047954895,0.04694314,0.047788758,0.04708355,0.048603065,0.047641464,0.048412394,0.048311476,0.046808474,0.0481611,0.047494166,0.046840496,0.04745741,0.048516575,0.048248217
3,0.047503937,0.049111653,0.04635546,0.04685992,0.04767827,0.04653697,0.04786012,0.047055166,0.04774937,0.047144484,0.048482165,0.047685366,0.04831486,0.04818429,0.04691321,0.048074096,0.047537938,0.04695503,0.047445495,0.048403136,0.04814914
4,0.047433402,0.049288433,0.046197303,0.046845675,0.047816083,0.046456065,0.04771153,0.047065075,0.047702238,0.04705112,0.048619945,0.047852013,0.048423704,0.04812854,0.04682017,0.048073735,0.047619253,0.04691586,0.047306232,0.048516616,0.048156988
5,0.04733519,0.048994344,0.046427764,0.04715016,0.048085503,0.046759382,0.047292285,0.047336187,0.04754696,0.04706249,0.048528213,0.048181213,0.04834644,0.047759064,0.046932723,0.047872372,0.04783073,0.04712445,0.04708805,0.04840829,0.04793816
6,0.04845052,0.04893689,0.046673957,0.04568873,0.045505382,0.04587835,0.050854605,0.045834642,0.04875232,0.04780486,0.04776831,0.045064922,0.047764465,0.05019118,0.047142584,0.048900943,0.04601806,0.04636654,0.049468298,0.047947176,0.048987314
7,0.04744342,0.049580693,0.04596345,0.04665565,0.04774839,0.046223782,0.047861096,0.046911348,0.047762763,0.046981376,0.04876556,0.047768496,0.048541415,0.048308346,0.046691038,0.048192456,0.047548443,0.04676523,0.0473421,0.048654757,0.048290208
8,0.047692526,0.048000924,0.04731368,0.047287215,0.04739882,0.047255535,0.048000194,0.047335166,0.047764108,0.047565207,0.04777637,0.047350224,0.04774933,0.04798457,0.047455996,0.04783207,0.047433566,0.047377933,0.047790132,0.047783148,0.04785332
9,0.047674764,0.047785114,0.04749035,0.047442984,0.047468934,0.047441676,0.047858085,0.04746365,0.047707763,0.04761138,0.04767303,0.04743544,0.04766454,0.047828287,0.047552835,0.04773407,0.047500417,0.04749809,0.04774356,0.04768162,0.047743417
10,0.048241057,0.049728677,0.045994025,0.04549715,0.045863416,0.045449197,0.050502796,0.045745417,0.048659477,0.04745925,0.04831195,0.045491878,0.048198175,0.05016857,0.04675219,0.049003776,0.04620958,0.0461285,0.049056016,0.048411887,0.04912708
11,0.047440354,0.048812196,0.0465848,0.047125354,0.047869947,0.04682009,0.047542173,0.047284953,0.047629658,0.04718111,0.048366234,0.047919113,0.04821892,0.047884762,0.047036752,0.047902588,0.047696095,0.047145896,0.04729804,0.0482799,0.04796101
12,0.047725793,0.049572013,0.046029378,0.04628745,0.047090795,0.046002693,0.04875015,0.04653263,0.04806851,0.047169145,0.048576236,0.04697142,0.048397362,0.048922364,0.046744976,0.048455566,0.047089282,0.04657571,0.047937673,0.04854185,0.048559036
13,0.047923725,0.050165787,0.045590397,0.04566453,0.046531588,0.045385912,0.049642976,0.04597533,0.04838589,0.047141135,0.048747417,0.046293918,0.048540484,0.049695894,0.04650988,0.04886646,0.046647724,0.046143714,0.048394386,0.048747987,0.049004827
14,0.047441937,0.048998978,0.046434324,0.047009975,0.047839083,0.046673194,0.047621682,0.047192644,0.04766273,0.047132917,0.048462905,0.047881417,0.048297405,0.04798995,0.046952207,0.04797342,0.047658958,0.04705262,0.04730988,0.04837169,0.048042104
15,0.047902137,0.049709443,0.04595124,0.045968328,0.046657503,0.045751948,0.04937682,0.046225023,0.048284646,0.04724737,0.048530128,0.04644703,0.048364986,0.049390677,0.04671188,0.04867457,0.04677353,0.046383753,0.04832203,0.048538454,0.048788577
16,0.04743355,0.048746664,0.04663803,0.047174297,0.047894698,0.046876617,0.04749487,0.047325663,0.047611058,0.047193795,0.04833575,0.047949884,0.04819415,0.047834948,0.04706528,0.047871426,0.047718696,0.047183204,0.047280688,0.048250176,0.047926553
17,0.047461398,0.049990837,0.045641992,0.046385065,0.047641803,0.045895897,0.048084527,0.046689734,0.047851022,0.0468865,0.04896504,0.04763845,0.048702896,0.048571613,0.046510886,0.048361395,0.047440395,0.04655199,0.04740068,0.04884667,0.048481163
18,0.04781986,0.04992808,0.045762684,0.045947175,0.046813875,0.04565272,0.049202718,0.04623229,0.048231598,0.047136694,0.048695933,0.046635974,0.04849666,0.04932973,0.04660006,0.048677865,0.046865616,0.046334367,0.048157476,0.04867644,0.048802182
19,0.047817413,0.049123984,0.04640999,0.046436153,0.04694709,0.04627306,0.048856277,0.04662336,0.04809217,0.047347378,0.048284937,0.046798903,0.048164893,0.04887581,0.04696328,0.04837375,0.047024872,0.046732884,0.048109222,0.04828883,0.04845573
20,0.047899142,0.049967796,0.045744862,0.045816813,0.04662203,0.045556866,0.04947745,0.046104353,0.048325405,0.047177494,0.048663266,0.04640428,0.04847248,0.04952919,0.046594746,0.04876835,0.046727486,0.046258453,0.048329756,0.048663676,0.048896123
