,Node,Target,Weight,Latitude,Longitude
0,0,0,1.6681865453720093,-33.4,18.48
1,1,13,2.028381109237671,-31.48,19.76
2,2,17,1.7401103973388672,-32.83,17.86
3,3,5,1.9993218183517456,-34.42,18.44
4,4,3,1.2696897983551025,-33.55,18.4
5,5,9,1.0829988718032837,-34.3,18.32
6,6,6,2.3767168521881104,-32.96,19.43
7,7,7,1.7454805374145508,-34.43,19.22
8,8,8,1.9206228256225586,-33.97,18.92
9,9,9,2.332669496536255,-34.15,18.48
10,10,6,1.582290530204773,-33.5,21.27
11,11,7,1.434504508972168,-33.88,18.59
12,12,1,2.483492374420166,-33.5,18.97
13,13,1,2.5575449466705322,-33.01,18.98
14,14,0,1.2494635581970215,-33.74,18.37
15,15,1,1.9861985445022583,-33.79,19.9
16,16,16,1.238614559173584,-34.03,18.26
17,17,6,1.689712643623352,-34.8002,20.0569
18,18,1,2.0453763008117676,-34.15,19.9
19,19,1,1.5615500211715698,-33.65,19.01
20,20,1,2.79201340675354,-33.66,19.42
