,Node,Target,Weight,Latitude,Longitude
0,0,20,1.6033326387405396,-33.4,18.48
1,1,0,1.3413268327713013,-31.48,19.76
2,2,17,3.3223602771759033,-32.83,17.86
3,3,17,1.677579402923584,-34.42,18.44
4,4,4,1.0687298774719238,-33.55,18.4
5,5,9,1.3185843229293823,-34.3,18.32
6,6,1,2.1992173194885254,-32.96,19.43
7,7,7,1.3423712253570557,-34.43,19.22
8,8,8,1.7725948095321655,-33.97,18.92
9,9,9,2.213003396987915,-34.15,18.48
10,10,6,1.2760779857635498,-33.5,21.27
11,11,11,1.3225359916687012,-33.88,18.59
12,12,1,1.6895720958709717,-33.5,18.97
13,13,1,2.2840163707733154,-33.01,18.98
14,14,20,1.4058446884155273,-33.74,18.37
15,15,1,1.6960150003433228,-33.79,19.9
16,16,16,1.0625765323638916,-34.03,18.26
17,17,7,1.247056007385254,-34.8002,20.0569
18,18,1,2.596773147583008,-34.15,19.9
19,19,17,1.5753237009048462,-33.65,19.01
20,20,1,2.1598596572875977,-33.66,19.42
