,Node,Target,Weight,Latitude,Longitude
0,0,0,1.3014925718307495,-33.4,18.48
1,1,13,1.4510316848754883,-31.48,19.76
2,2,17,2.47988224029541,-32.83,17.86
3,3,5,1.9964549541473389,-34.42,18.44
4,4,0,0.9306990504264832,-33.55,18.4
5,5,9,1.191222071647644,-34.3,18.32
6,6,1,1.9733587503433228,-32.96,19.43
7,7,7,1.5459431409835815,-34.43,19.22
8,8,8,1.9327996969223022,-33.97,18.92
9,9,9,2.2285075187683105,-34.15,18.48
10,10,6,1.2924888134002686,-33.5,21.27
11,11,11,1.067970871925354,-33.88,18.59
12,12,1,1.39486563205719,-33.5,18.97
13,13,1,2.3277196884155273,-33.01,18.98
14,14,20,1.2375400066375732,-33.74,18.37
15,15,1,1.7057034969329834,-33.79,19.9
16,16,16,1.1744211912155151,-34.03,18.26
17,17,7,1.2040131092071533,-34.8002,20.0569
18,18,1,2.1375718116760254,-34.15,19.9
19,19,3,1.1790632009506226,-33.65,19.01
20,20,1,2.494128704071045,-33.66,19.42
