,Node,Target,Weight,Latitude,Longitude
0,0,0,1.8991414308547974,-33.4,18.48
1,1,13,2.0021283626556396,-31.48,19.76
2,2,5,1.4951094388961792,-32.83,17.86
3,3,5,1.7918883562088013,-34.42,18.44
4,4,3,1.219010829925537,-33.55,18.4
5,5,2,1.2212666273117065,-34.3,18.32
6,6,6,1.7620905637741089,-32.96,19.43
7,7,7,1.4638310670852661,-34.43,19.22
8,8,8,1.8874586820602417,-33.97,18.92
9,9,9,1.8721963167190552,-34.15,18.48
10,10,6,1.6402242183685303,-33.5,21.27
11,11,7,1.376152753829956,-33.88,18.59
12,12,1,2.728921413421631,-33.5,18.97
13,13,1,2.820383310317993,-33.01,18.98
14,14,20,1.0716089010238647,-33.74,18.37
15,15,1,1.8246212005615234,-33.79,19.9
16,16,20,1.1905235052108765,-34.03,18.26
17,17,5,0.8445983529090881,-34.8002,20.0569
18,18,17,1.5545635223388672,-34.15,19.9
19,19,3,1.4540276527404785,-33.65,19.01
20,20,1,2.6715285778045654,-33.66,19.42
