,Node,Target,Weight,Latitude,Longitude
0,0,20,1.279869556427002,-33.4,18.48
1,1,0,1.2702926397323608,-31.48,19.76
2,2,17,2.8538966178894043,-32.83,17.86
3,3,5,1.8523443937301636,-34.42,18.44
4,4,4,0.9202741980552673,-33.55,18.4
5,5,9,1.5001871585845947,-34.3,18.32
6,6,1,1.9861446619033813,-32.96,19.43
7,7,7,1.5870823860168457,-34.43,19.22
8,8,8,2.013669967651367,-33.97,18.92
9,9,9,2.0338590145111084,-34.15,18.48
10,10,1,1.587902545928955,-33.5,21.27
11,11,11,1.107629656791687,-33.88,18.59
12,12,1,1.725917935371399,-33.5,18.97
13,13,0,2.233868360519409,-33.01,18.98
14,14,20,1.198459267616272,-33.74,18.37
15,15,1,1.7434359788894653,-33.79,19.9
16,16,16,1.0723414421081543,-34.03,18.26
17,17,7,1.1858607530593872,-34.8002,20.0569
18,18,1,2.1563782691955566,-34.15,19.9
19,19,3,1.0486782789230347,-33.65,19.01
20,20,1,2.4372992515563965,-33.66,19.42
