,Node,Target,Weight,Latitude,Longitude
0,0,0,1.8408395051956177,-33.4,18.48
1,1,13,1.9010555744171143,-31.48,19.76
2,2,17,1.278489589691162,-32.83,17.86
3,3,5,2.0422589778900146,-34.42,18.44
4,4,3,1.4519819021224976,-33.55,18.4
5,5,2,1.0432060956954956,-34.3,18.32
6,6,6,1.9113978147506714,-32.96,19.43
7,7,7,1.4587054252624512,-34.43,19.22
8,8,8,1.880187749862671,-33.97,18.92
9,9,9,1.9878039360046387,-34.15,18.48
10,10,6,1.2541087865829468,-33.5,21.27
11,11,7,1.2524595260620117,-33.88,18.59
12,12,1,2.307703971862793,-33.5,18.97
13,13,1,2.76371693611145,-33.01,18.98
14,14,3,1.3902759552001953,-33.74,18.37
15,15,1,1.5971366167068481,-33.79,19.9
16,16,3,1.2955361604690552,-34.03,18.26
17,17,18,1.2350293397903442,-34.8002,20.0569
18,18,17,1.9068232774734497,-34.15,19.9
19,19,3,1.2123774290084839,-33.65,19.01
20,20,1,2.8623361587524414,-33.66,19.42
