,Node,Target,Weight,Latitude,Longitude
0,0,20,1.4216551780700684,-33.4,18.48
1,1,0,1.4426292181015015,-31.48,19.76
2,2,17,3.278127908706665,-32.83,17.86
3,3,3,1.9261590242385864,-34.42,18.44
4,4,4,1.013690710067749,-33.55,18.4
5,5,9,1.7215099334716797,-34.3,18.32
6,6,6,2.4155173301696777,-32.96,19.43
7,7,5,1.3182189464569092,-34.43,19.22
8,8,8,1.8312071561813354,-33.97,18.92
9,9,9,1.935317873954773,-34.15,18.48
10,10,1,1.738201379776001,-33.5,21.27
11,11,9,1.6788140535354614,-33.88,18.59
12,12,1,2.134247303009033,-33.5,18.97
13,13,1,2.2252883911132812,-33.01,18.98
14,14,7,1.256366491317749,-33.74,18.37
15,15,1,2.023355722427368,-33.79,19.9
16,16,16,1.244633674621582,-34.03,18.26
17,17,7,1.37926185131073,-34.8002,20.0569
18,18,1,2.155812978744507,-34.15,19.9
19,19,9,1.3853672742843628,-33.65,19.01
20,20,1,2.2349915504455566,-33.66,19.42
