,Node,Target,Weight,Latitude,Longitude
0,0,0,1.4289276599884033,-33.4,18.48
1,1,0,1.2822866439819336,-31.48,19.76
2,2,17,3.78450345993042,-32.83,17.86
3,3,17,1.6009278297424316,-34.42,18.44
4,4,6,0.9316859245300293,-33.55,18.4
5,5,12,1.3762133121490479,-34.3,18.32
6,6,1,2.2893106937408447,-32.96,19.43
7,7,5,1.2308725118637085,-34.43,19.22
8,8,8,1.8816896677017212,-33.97,18.92
9,9,9,2.060530424118042,-34.15,18.48
10,10,1,1.8067362308502197,-33.5,21.27
11,11,11,1.2877488136291504,-33.88,18.59
12,12,1,1.8864474296569824,-33.5,18.97
13,13,1,2.1229262351989746,-33.01,18.98
14,14,9,1.136088490486145,-33.74,18.37
15,15,1,2.121279239654541,-33.79,19.9
16,16,16,1.1564748287200928,-34.03,18.26
17,17,7,1.1322929859161377,-34.8002,20.0569
18,18,1,2.774352788925171,-34.15,19.9
19,19,17,1.6868629455566406,-33.65,19.01
20,20,1,2.4157137870788574,-33.66,19.42
