,Node,Target,Weight,Latitude,Longitude
0,0,1,2.1380558013916016,-33.4,18.48
1,1,13,3.002582311630249,-31.48,19.76
2,2,11,1.9562129974365234,-32.83,17.86
3,3,8,1.3015824556350708,-34.42,18.44
4,4,0,1.3662391901016235,-33.55,18.4
5,5,0,1.2290406227111816,-34.3,18.32
6,6,1,3.5818443298339844,-32.96,19.43
7,7,1,1.3512693643569946,-34.43,19.22
8,8,8,1.5925061702728271,-33.97,18.92
9,9,9,1.5636229515075684,-34.15,18.48
10,10,20,1.826538324356079,-33.5,21.27
11,11,0,1.6477185487747192,-33.88,18.59
12,12,7,1.5830663442611694,-33.5,18.97
13,13,1,1.5119233131408691,-33.01,18.98
14,14,11,1.161508560180664,-33.74,18.37
15,15,17,1.4142136573791504,-33.79,19.9
16,16,0,0.9816569089889526,-34.03,18.26
17,17,15,2.559842348098755,-34.8002,20.0569
18,18,7,1.5433138608932495,-34.15,19.9
19,19,0,1.4370354413986206,-33.65,19.01
20,20,18,1.5234088897705078,-33.66,19.42
