,Node,Target,Weight,Latitude,Longitude
0,0,20,1.6150403022766113,-33.4,18.48
1,1,0,1.4023385047912598,-31.48,19.76
2,2,17,3.4810147285461426,-32.83,17.86
3,3,3,1.7452467679977417,-34.42,18.44
4,4,6,0.9789588451385498,-33.55,18.4
5,5,12,1.7452470064163208,-34.3,18.32
6,6,1,2.366873025894165,-32.96,19.43
7,7,17,1.2070839405059814,-34.43,19.22
8,8,8,2.0503628253936768,-33.97,18.92
9,9,9,2.3421645164489746,-34.15,18.48
10,10,1,1.7833881378173828,-33.5,21.27
11,11,11,1.5495363473892212,-33.88,18.59
12,12,1,2.238340139389038,-33.5,18.97
13,13,1,2.4319605827331543,-33.01,18.98
14,14,17,1.2036041021347046,-33.74,18.37
15,15,1,2.0978877544403076,-33.79,19.9
16,16,16,1.3297756910324097,-34.03,18.26
17,17,7,1.6361136436462402,-34.8002,20.0569
18,18,1,2.5147719383239746,-34.15,19.9
19,19,17,1.5484856367111206,-33.65,19.01
20,20,1,2.2076737880706787,-33.66,19.42
