,Node,Target,Weight,Latitude,Longitude
0,0,0,2.0152037143707275,-33.4,18.48
1,1,20,1.6485774517059326,-31.48,19.76
2,2,3,1.2819803953170776,-32.83,17.86
3,3,2,2.2190518379211426,-34.42,18.44
4,4,3,1.863978385925293,-33.55,18.4
5,5,2,2.785184383392334,-34.3,18.32
6,6,6,1.5620867013931274,-32.96,19.43
7,7,2,2.209242105484009,-34.43,19.22
8,8,8,1.9715383052825928,-33.97,18.92
9,9,9,2.0687239170074463,-34.15,18.48
10,10,6,2.5694899559020996,-33.5,21.27
11,11,2,1.6688282489776611,-33.88,18.59
12,12,1,2.9455175399780273,-33.5,18.97
13,13,1,2.208186626434326,-33.01,18.98
14,14,3,2.4924087524414062,-33.74,18.37
15,15,17,1.634384274482727,-33.79,19.9
16,16,2,1.5298566818237305,-34.03,18.26
17,17,18,3.0717875957489014,-34.8002,20.0569
18,18,17,1.6890742778778076,-34.15,19.9
19,19,1,1.7022719383239746,-33.65,19.01
20,20,1,1.8020797967910767,-33.66,19.42
