,Node,Target,Weight,Latitude,Longitude
0,0,0,1.9970548152923584,-33.4,18.48
1,1,13,1.5837539434432983,-31.48,19.76
2,2,17,1.3321223258972168,-32.83,17.86
3,3,5,2.0576865673065186,-34.42,18.44
4,4,4,1.6501425504684448,-33.55,18.4
5,5,2,2.260054588317871,-34.3,18.32
6,6,6,1.9209381341934204,-32.96,19.43
7,7,5,1.6549785137176514,-34.43,19.22
8,8,8,1.4216054677963257,-33.97,18.92
9,9,9,2.2752654552459717,-34.15,18.48
10,10,6,1.9847184419631958,-33.5,21.27
11,11,6,1.5048089027404785,-33.88,18.59
12,12,1,2.454284906387329,-33.5,18.97
13,13,1,2.0164380073547363,-33.01,18.98
14,14,3,2.3199450969696045,-33.74,18.37
15,15,17,1.6333879232406616,-33.79,19.9
16,16,3,1.5963164567947388,-34.03,18.26
17,17,18,1.7687586545944214,-34.8002,20.0569
18,18,17,1.6778019666671753,-34.15,19.9
19,19,13,1.420250415802002,-33.65,19.01
20,20,1,2.3328216075897217,-33.66,19.42
