,Node,Target,Weight,Latitude,Longitude
0,0,20,1.3816306591033936,-33.4,18.48
1,1,0,1.7426095008850098,-31.48,19.76
2,2,17,3.258344888687134,-32.83,17.86
3,3,3,1.58628249168396,-34.42,18.44
4,4,4,0.9202010631561279,-33.55,18.4
5,5,9,1.559194564819336,-34.3,18.32
6,6,6,2.283355474472046,-32.96,19.43
7,7,7,1.260763168334961,-34.43,19.22
8,8,8,1.9443551301956177,-33.97,18.92
9,9,9,2.202319622039795,-34.15,18.48
10,10,1,1.7270445823669434,-33.5,21.27
11,11,11,1.5166972875595093,-33.88,18.59
12,12,1,1.7898566722869873,-33.5,18.97
13,13,0,2.217623233795166,-33.01,18.98
14,14,7,1.1499756574630737,-33.74,18.37
15,15,1,1.9495450258255005,-33.79,19.9
16,16,16,1.2444288730621338,-34.03,18.26
17,17,7,1.3127309083938599,-34.8002,20.0569
18,18,1,2.454448699951172,-34.15,19.9
19,19,17,1.5338348150253296,-33.65,19.01
20,20,1,2.5673646926879883,-33.66,19.42
