,Node,Target,Weight,Latitude,Longitude
0,0,9,0.06330651,-33.4,18.48
1,1,9,0.08557478,-31.48,19.76
2,2,2,0.074638665,-32.83,17.86
3,3,2,0.109576695,-34.42,18.44
4,4,10,0.07921662,-33.55,18.4
5,5,15,0.10115769,-34.3,18.32
6,6,18,0.06852701,-32.96,19.43
7,7,12,0.0568058,-34.43,19.22
8,8,16,0.058064364,-33.97,18.92
9,9,8,0.065259665,-34.15,18.48
10,10,2,0.15035602,-33.5,21.27
11,11,5,0.14713167,-33.88,18.59
12,12,2,0.07528789,-33.5,18.97
13,13,5,0.068156466,-33.01,18.98
14,14,8,0.07097573,-33.74,18.37
15,15,5,0.056463555,-33.79,19.9
16,16,7,0.18715024,-34.03,18.26
17,17,18,0.09709746,-34.8002,20.0569
18,18,18,0.10389756,-34.15,19.9
19,19,2,0.14589521,-33.65,19.01
20,20,15,0.058473393,-33.66,19.42
