,Node,Target,Weight,Latitude,Longitude
0,0,1,0.04962909,-33.4,18.48
1,1,1,0.051918868,-31.48,19.76
2,2,6,0.049264707,-32.83,17.86
3,3,1,0.049139593,-34.42,18.44
4,4,6,0.049440984,-33.55,18.4
5,5,6,0.04909908,-34.3,18.32
6,6,1,0.05075002,-32.96,19.43
7,7,6,0.049688853,-34.43,19.22
8,8,1,0.048252314,-33.97,18.92
9,9,6,0.048134923,-34.15,18.48
10,10,1,0.05127087,-33.5,21.27
11,11,6,0.04994293,-33.88,18.59
12,12,1,0.049701884,-33.5,18.97
13,13,1,0.050763275,-33.01,18.98
14,14,6,0.049007136,-33.74,18.37
15,15,1,0.05011495,-33.79,19.9
16,16,6,0.051122148,-34.03,18.26
17,17,6,0.049615953,-34.8002,20.0569
18,18,1,0.050219186,-34.15,19.9
19,19,1,0.049574025,-33.65,19.01
20,20,1,0.05064013,-33.66,19.42
