,Node,Target,Weight,Latitude,Longitude
0,0,1,0.049639978,-33.4,18.48
1,1,1,0.052169394,-31.48,19.76
2,2,6,0.04901184,-32.83,17.86
3,3,13,0.048820496,-34.42,18.44
4,4,6,0.04961226,-33.55,18.4
5,5,6,0.049014233,-34.3,18.32
6,6,1,0.050951235,-32.96,19.43
7,7,6,0.04956505,-34.43,19.22
8,8,1,0.04883997,-33.97,18.92
9,9,6,0.048358165,-34.15,18.48
10,10,1,0.051621646,-33.5,21.27
11,11,6,0.05114431,-33.88,18.59
12,12,1,0.049984194,-33.5,18.97
13,13,1,0.051024582,-33.01,18.98
14,14,6,0.04912042,-33.74,18.37
15,15,1,0.050431475,-33.79,19.9
16,16,6,0.0534385,-34.03,18.26
17,17,6,0.049113397,-34.8002,20.0569
18,18,1,0.0504929,-34.15,19.9
19,19,1,0.049885612,-33.65,19.01
20,20,1,0.05078258,-33.66,19.42
